,geometry,cartodb_id,objectid,permitnumber,addressobjectid,parcel_id_num,permittype,permitdescription,commercialorresidential,typeofwork,approvedscopeofwork,permitissuedate,status,applicanttype,contractorname,contractoraddress1,contractoraddress2,contractorcity,contractorstate,contractorzip,mostrecentinsp,opa_account_num,address,unit_type,unit_num,zip,censustract,council_district,opa_owner,systemofrecord,geocode_x,geocode_y,posse_jobid
32,POINT (-75.121208 39.986448),77869,77885,940292,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE A) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T15:43:58Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-04T08:21:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
33,POINT (-75.121208 39.986448),70415,72291,940283,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE A) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T09:55:28Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-08-30T07:26:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
34,POINT (-75.2033 39.955344),66467,66597,943140,81618,57299,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,TANK,"REMOVAL AND REPLACEMENT OF A FUEL OIL DAY TANK, WITH ALL ASSOCIATED PIPING, AS PER APPROVED PLANS AND PHILADELPHIA FIRE CODE.",2019-01-29T08:24:09Z,COMPLETED,CONTRACTOR,TRUSKEY INC,431 S WALNUT ST,,KENNETT,SQ,19348-    ,2019-04-29T14:53:00Z,884099218,4018-24 CHESTNUT ST,,,19104-3020,88.02,3,BELL ATLANTIC MOBILE     SYSTEMS INC,HANSEN,2682354.46866385,236883.82407337,
35,POINT (-75.129524 39.982837),69481,72226,927390,768666,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION (IRC 2009) OF A THREE-STORY ATTACHED STRUCTURE WITH TWO ROOF DECKS (ABOVE REAR SECOND-STORY AND ABOVE THIRD-STORY) PER APPROVED PLANS FOR USE AS A SINGLE-FAMILY DWELLING.  BUILDING TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM.  SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2019-03-22T08:26:06Z,COMPLETED,CONTRACTOR,WADE HOMES LLC,2046 ALMSHOUSE RD,,JAMISON,PA,18929-    ,2020-02-12T14:13:00Z,313110102,2055 E ARIZONA ST,,,19125-    ,161,1,2055 ARIZNA LLC,HANSEN,2702731.06019891,247499.74606596,
36,POINT (-75.174086 39.933471),85827,83619,947617,667027,199417,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF SINGLE FAMILY DWELLING W/ ROOF DECK ACCESSED BY EXTERIOR STAIRS.,2019-04-08T08:21:10Z,COMPLETED,CONTRACTOR,TBC LLC,1546 PACKER AVENUE,LOWER LEVEL,PHILADELPHIA,PA,19145-    ,2019-12-23T14:15:00Z,365249400,1403 S 18TH ST,,,19146-4743,30.02,2,TEPPER DREW              WOOD WILLIAM,HANSEN,2690773.20563422,229156.68608136,
37,POINT (-75.238429 40.036842),78995,77835,931577,582328,45487,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,CONCRETE PIER FOOTINGS PER PLANS AND DIMENSIONS FOR ERECTION OF A PRE-ENGINEERED BUILDING PER PLANS,2019-01-11T10:44:19Z,COMPLETED,CONTRACTOR,JAC CONSTRUCTION SERVICES LLC,45 ROBBINS AVENUE,,ROCKLEDGE,PA,19046-    ,2020-01-16T09:15:00Z,884629946,5100 UMBRIA ST,,,19128-4344,216,4,EBNER STEPHEN J          EBNER STEPHEN JTR,HANSEN,2671665.83540307,266278.19215331,
38,POINT (-75.125446 39.985892),84150,84640,1003802,338376,428557,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE CONSTRUCTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A SINGLE FAMILY HOUSEHOLD LIVING. AS PER PLANS.,2019-08-23T13:17:52Z,COMPLETED,DESIGN PROFESSIONAL,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2020-01-07T09:56:00Z,314119100,2037 E HAZZARD ST,,,19125-1307,161,1,KUPA HATIXHE,HANSEN,2703840.34483957,248645.79019645,
39,POINT (-75.14081 39.968977),86084,83635,950496,14430,276842,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,INSTALLATION OF UNDER GROUND PARKING GARAGE AND FOUNDATION SYSTEM AND FIRST FLOOR PODIUM TO SUPPORT 5 STORIES OF RESIDENTIAL MODULAR CONSTRUCTION ABOVE. MODULAR PERMIT TO BE APPLIED FOR SEPARATELY.,2019-02-26T12:57:21Z,EXPIRED,CONTRACTOR,BUCKLEY FUTURES LLC,538 LEVERINGTON AVENUE,,PHILADELPHIA,PA,19128-    ,2019-10-02T13:26:00Z,881006780,1150-56 N AMERICAN ST,,,19123-0000,142,5,BS INGERSOLL LLC,HANSEN,2699718.98986984,242359.3785054,
40,POINT (-75.146771 39.929682),86742,83677,959287,303987,1470943,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE," FOR THE ERECTION OF AN ATTACHED STRUCTURE. DWELLING IS TO BE FOUR STORIES WITH PILOT HOUSE & FULL BASEMENT. FIRST FLOOR TO HAVE 1 CAR PARKING GARAGE & ACCESS TO REAR YARD. SECOND FLOOR TO HAVE REAR DECK. FORTH FLOOR TO HAVE FRONT SETBACKS FOR GREEN ROOF AND TO HAVE ACCESS TO PILOT HOUSE, GREEN ROOF, AND ROOF DECK WITH PILOT HOUSE.DETAILS INCLUDING SIZE AND LOCATION AS SHOWN ON THE PLAN. SEE AP# 959287 FOR PLANS.",2019-05-08T13:44:42Z,COMPLETED,CONTRACTOR,NITSRIK LLC,507 GLENDALE CIR,,SPRINGFIELD,PA,19064-    ,2020-02-26T14:24:00Z,011051410,1422 S FRONT ST,,,19147-5517,27.02,1,1422 S FRONT ASSOCIATES L,HANSEN,2698470.83876051,228001.75736161,
41,POINT (-74.989847 40.043931),77993,77893,941232,769422,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A DETACHED STRUCTURE WITH ACCESSORY INTERIOR PARKING FOR ONE VEHICLE, FOR USE AS A SINGLE FAMILY DWELLING.SEE A/P # 935637 FOR PLANS.",2019-01-17T15:11:20Z,COMPLETED,,EK CONSTRUCTION LLC,445 MILL ROAD,,BENSALEM,PA,19020-    ,2019-10-11T13:31:00Z,652432904,9241 GERMANIA ST,,,19114-0000,351,6,9242 LLC,HANSEN,2741159.19629329,270936.49464554,
42,POINT (-75.160887 39.974371),105550,112031,948005,657974,511839,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF 4 STORY SINGLE FAMILY TOWNHOUSE W/ROOF DECK, BASEMENT EGRESS WELL & PROJECTING BAY ON EXISTING FOUNDATION PER FOUNDATION PERMIT #929697 SEE AP#939931 FOR PLANS",2019-02-13T14:47:52Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2020-03-04T15:17:00Z,881410002,1330 N 15TH ST,,,19121-4328,140,5,15TH STREET LIGHTHOUSE LP,HANSEN,2694036.41612314,244157.76435641,
43,POINT (-75.121208 39.986448),101729,100529,906945,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY, A SEMIDETACHED STRUCTURE (DUPLEX - TYPE B LEFT CORNER) WITH A ROOF DECK AND PILOT HOUSE.  STRUCTURE FOR USE AS TWO FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13R MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T09:23:29Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-28T06:59:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
44,POINT (-75.17965 39.975113),94513,89352,944949,769835,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION OF AN ATTACHED BUILDING WITH CELLAR AND SECOND-FLOOR BALCONY FOR USE AS A THREE-FAMILY HOUSEHOLD LIVING.  SIZE AND LOCATION PER APPROVED PLANS.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13R MINIMUM.  SEPERATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2019-03-27T14:49:45Z,COMPLETED,DESIGN PROFESSIONAL,"CALLAHAN & WARD PROPERTIES, LL",2610 HIRST TERRACE,,HAVERTOWN,PA,19083-    ,2019-10-31T09:57:00Z,291370500,1244 N TANEY ST,,,19121-4600,138,5,1229-1247 NORTH 27TH ST,HANSEN,2688772.19277329,244274.26314247,
45,POINT (-75.161911 39.977934),94514,89353,944950,466586,344637,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR ERECTION OF AN ATTACHED FOUR STORY STRUCTURE OF TYPE VA CONSTRUCTION FOR FOUR (4) DWELLING UNITS AS PER PLANS. SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.",2019-08-15T14:36:01Z,COMPLETED,CONTRACTOR,ASCENT DESIGN AND BUILDER LLC,1000 W GIRARD AVENUE,,PHILADELPHIA,PA,19123-    ,2019-08-08T08:50:00Z,471135110,1605 W OXFORD ST,,,19121-3238,147,5,CANADA INC,HANSEN,2693711.56163419,245446.50371609,
46,POINT (-75.127689 39.980281),94744,89230,921287,319070,121373,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION (IRC 2009) OF A THREE-STORY ATTACHED STRUCTURE WITH ROOF ACCESS STRUCTURE AND ROOF DECK PER APPROVED PLANS.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D MINIMUM.  SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.  SEE PARENT APPLICATION 915071.",2019-02-05T14:50:41Z,COMPLETED,CONTRACTOR,WOOD SCOTT CONSTRUCTION & PROP,337 N SALFORD ST,WOOD SCOTT CONSTRUCTION AND PROPERTY,PHILADELPHIA,PA,19139-    ,2019-08-28T07:49:00Z,313119301,2170 E GORDON ST,,,19125-2012,160,1,FISHTOWN REALTY LLC,HANSEN,2703272.57544014,246584.24077759,
47,POINT (-75.121208 39.986448),101610,100528,906940,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY,  SEMIDETACHED STRUCTURE (SFD - TYPE B, LEFT CORNER) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T09:05:27Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-04T07:48:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
48,POINT (-75.17965 39.975113),88236,95056,928551,765556,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,PERMIT FOR FOUNDATION ONLY FOR 3 STORY ATTACHED MULTI FAMILY STRUCTURE 3 FAMILY DWELLING. SEE PERMIT 928544 FOR PLANS.,2019-01-09T10:24:01Z,COMPLETED,DESIGN PROFESSIONAL,"CALLAHAN & WARD PROPERTIES, LL",2610 HIRST TERRACE,,HAVERTOWN,PA,19083-    ,2019-10-29T09:16:00Z,291370500,1244 N TANEY ST,,,19121-    ,138,5,ZORA ENTERPRISES III INC,HANSEN,2688772.19277329,244274.26314247,
49,POINT (-75.14535600000001 39.965764),96068,89324,940684,462248,343684,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ABOVE THE FRONT THIRD STORY ACCESSED FROM THE FOURTH FLOOR, SIZE AND LOCATION AS SHOWN ON PLAN/APPLICATION.FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING WITH ONE (1) ACCESSORY GARAGE PARKING SPACE ACCESSED FROM N ORKNEY STREET.BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR MEP AND FIRE SUPPRESSION WORK.*IBC2009*",2019-01-31T14:44:02Z,COMPLETED,DESIGN PROFESSIONAL,PHILARTISTIC CONSTRUCTION LLC,919 N LAWRENCE ST,,PHILA,PA,19123-    ,2020-01-23T13:18:00Z,056224202,885 N ORKNEY ST,,,19123-0000,367,5,PHILARTISTIC CONSTRUCTION,HANSEN,2698479.89415646,241151.83439152,
50,POINT (-75.14577800000001 39.979634),99988,100678,934820,413816,98371,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,NEW CONSTRUCTION OF 3-STORY SINGLE FAMILY DWELLING WITH ROOF DECK AND PILOT HOUSE.,2019-01-08T10:07:11Z,COMPLETED,,OWL CONSTRUCTION SERVICES LLC,4208 DISSTON ST,,PHILADELPHIA,PA,19135-    ,2019-08-06T11:09:00Z,201149100,1836 N MARSHALL ST,,,19122-2109,377,5,KUMAS HOMES LLC          HHS REALTY LLC,HANSEN,2698212.44463817,246198.419975,
51,POINT (-75.164106 39.974329),106456,111976,939566,531146,219963,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE NEW CONSTRUCTION OF AN ATTACHED FOUR (4) STORY TWO (2) FAMILY DWELLING WITH ROOF DECK ACCESSED BY A PILOTHOUSE AS PER PLAN.,2019-05-17T14:50:24Z,EXPIRED,OWNER,UNITED CONSTRUCTION & MNMGNT,1690 RATZER RD,,WAYNE,NJ,07470-    ,2020-02-12T14:21:00Z,471089400,1709 SEYBERT ST,,,19121-5016,140,5,ATL DEVELOPMENT CORP,HANSEN,2693134.98548749,244116.03835775,
52,POINT (-75.121208 39.986448),106460,111980,940285,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE A) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T15:24:24Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-17T16:08:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
53,POINT (-75.188866 39.909373),106014,112066,953870,755047,1471789,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A THREE STORY, SEMI DETACHED SINGLE FAMILY DWELLING, MAXIMUM 35 FT HIGHT, WITH FRONT ENTRANCE WAY COVER. FLAT ROOF, NO CELLAR WITH ACCESSORY INTERIOR ONE CAR GARAGE.(SEE APPLICATION 953443 FOR PLANS)",2019-03-04T15:27:36Z,COMPLETED,CONTRACTOR,JUDD BUILDERS & DEVELOPERS,1750 WALTON RD,,BLUE BELL,PA,19422-    ,2020-01-10T07:31:00Z,262424500,3345 PIETRO WAY,,,19145-5541,373,2,SIENA PLACE PLANNED COMMU,HANSEN,2686884.67683333,220261.43757938,
54,POINT (-75.121399 39.977832),106024,112178,973972,12531,181001,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A NEW THREE STORY SINGLE FAMILY DWELLING WITH ROOF DECK ACCESSED BY PILOT HOUSE. BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR MEPS AND UNDERPINNING WORK.,2019-06-03T09:00:54Z,COMPLETED,APPL,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2020-01-10T08:21:00Z,312079300,2466 ALMOND ST,,,19125-3000,160,1,INF INVESTMENTS LLC,HANSEN,2705061.0934733,245744.97084197,
55,POINT (-75.19840600000001 39.96045),106575,112104,960469,30239,487700,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,NEWCON,"FOR THE ERECTION OF A FOUR (4) STORY ATTACHED STRUCTURE. STRUCTURE FOR USE AS A FOUR FAMILY DWELLING. BUILDING HAS ROOF DECKS ACCESSED BY A ROOF DECK ACCESS STRUCTURES FOR INDIVIDUAL UNITS. BUILDING TO BE FULLY SPRINKERED IN ACCORDANCE WITH NFPA 13R. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT STRUCTURAL ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR MECHANCIAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9.5 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2009 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT  REQUIRED PRIOR TO THE START OF ANY WORK",2019-05-13T11:10:21Z,CLOSED,,NORTHEAST BUILDERS LLC,253 N 2ND ST,APT 2A,PHILA,PA,19106-    ,2020-02-14T07:34:00Z,241167200,3834 BARING ST,,,19104-2308,91,3,3834 BARING ST LTD LIABIL,HANSEN,2683672.13002331,238782.63615301,
56,POINT (-75.098641 39.985454),112620,106342,933178,768802,1472124,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING WITH ROOF DECK, PILOT HOUSE (ACCESS TO ROOF DECK ONLY) AND ONE (1) OPEN-AIR PARKING SPACE AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. (**SEE A/P# 923287 FOR PLANS**) *WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY PA LICENSED PE AT ALL TIMES* 
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2019-01-15T13:02:07Z,COMPLETED,,PAIZ CONSTRUCTION,1127 UNRUH AVE,,PHILADELPHIA,PA,19111-    ,2019-10-25T06:54:00Z,451181910,3338 SALMON ST,,,19134-6013,379,6,3330 SALMON ST LLC,HANSEN,2711352.87917841,248710.75233005,
57,POINT (-75.122277 39.983901),110975,106362,936443,769189,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF AN ATTACHED THREE (3) STORY SINGLE FAMILY DWELLING WITH A ROOF DECK ACCESSED BY OPEN EXTERIOR STAIRS ENCLOSED BY EXTERIOR WALLS ONLY (NO ROOF COVER ABOVE), AS PER PLAN, SEE A/P #936443 FOR PLANS.",2019-02-05T08:54:30Z,COMPLETED,,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2019-09-16T14:30:00Z,311211215,2606 TRENTON AVE,,,19125-1800,161,1,PS PROPERTIES I LP,HANSEN,2704749.48932748,247947.33330399,
58,POINT (-75.177018 39.981324),111987,106547,969138,71800,72592,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"PROPOSED 3-STORY TWO FAMILY (DUPLEX) STRUCTURE WITH CELLAR, PILOT HOUSE & ROOF DECK, DETAILS INCLUDING SIZE & LOCATION PER PLANS. MAX HEIGHT FROM GRADE TO T.O. ROOF 38'-0"". MAX HEIGHT T.O. ROOF TO T.O. PILOT HOUSE 10'-0"".",2019-05-17T14:48:42Z,COMPLETED,,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2020-02-13T08:16:00Z,324049100,2537 CECIL B MOORE AVE,,,19121-2849,149,5,2537 CECIL B MOORE LLC,HANSEN,2689443.53945262,246557.47015482,
59,POINT (-75.16419 39.966042),111979,106425,946744,769393,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF AN ATTACHED SINGLE FAMILY DWELLING WITH A DECK ACCESSED FROM THE SECOND FLOOR REAR AND ROOF DECK ACCESSED BY A PILOTHOUSE AS PER PLANS. ** PHILADELPHIA HISTORICAL COMMISSION (PHC) TO REVIEW WINDOW, DOOR, & CORNICE DETAILS SHOP DRAWINGS FOR FINAL APPROVAL **, SEE A/P #944505 FOR PLANS.",2019-05-07T14:12:08Z,COMPLETED,,REED ST BUILDERS LLC,2501 WHARTON ST,,PHILADELPHIA,PA,19146-    ,2020-02-21T12:27:00Z,084089500,1602 NORTH ST,,,19130-    ,133,5,SPRING GARDEN COMMUNITY  DEVELOPMENT CORP,HANSEN,2693199.96331568,241097.79774318,
60,POINT (-75.18891600000001 39.909319),112627,106472,953871,755048,1471788,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A THREE STORY, SEMI DETACHED SINGLE FAMILY DWELLING, MAXIMUM 35 FT HIGHT, WITH FRONT ENTRANCE WAY COVER. FLAT ROOF, NO CELLAR WITH ACCESSORY INTERIOR ONE CAR GARAGE.(SEE APPLICATION 953443 FOR PLANS)",2019-03-04T15:31:26Z,COMPLETED,CONTRACTOR,JUDD BUILDERS & DEVELOPERS,1750 WALTON RD,,BLUE BELL,PA,19422-    ,2019-12-10T12:02:00Z,262424600,3347 PIETRO WAY,,,19145-5541,373,2,SIENA PLACE PLANNED COMMU,HANSEN,2686871.28174211,220241.40364724,
61,POINT (-75.125902 39.987734),116172,117582,920511,333312,376919,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF ATTACHED STRUCTURE WITH A ROOF DECK ACCESSED BY A PILOT HOUSE (TO ENCLOSE ACCESS STAIRS NLY), SIZE AND LOCATION AS SHOWN ON PLAN FOR USE AS A SINGLE FAILY HOUSEHOLD LIVING.",2019-02-19T14:19:28Z,COMPLETED,CONTRACTOR,AND CONSTRUCTION LLC,9 WHITE HORSE RD E,,VOORHEES,NJ,08043-    ,2019-11-26T08:29:00Z,314168700,1908 E HAROLD ST,,,19125-1108,161,1,CONNINGHAM JOSEPH ETUX,HANSEN,2703692.61174738,249312.87463191,
62,POINT (-75.155828 39.964216),115487,117661,932985,651736,211040,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A TWO (2) STORY ATTACHED STRUCTURE OF TYPE VB CONSTRUCTION FOR A SINGLE FAMILY DWELLING AS PER PLANS. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.",2019-01-18T14:08:23Z,COMPLETED,CONTRACTOR,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-10-09T11:18:00Z,141136710,640 N 11TH ST,,,19123-2500,132,5,GAN LU,HANSEN,2695562.41588942,240501.79971586,
63,POINT (-75.170203 39.942221),115943,117685,936562,292142,305734,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"TO ERECT 3 STORY BUILDING WITH CELLAR, REAR ROOF DECK ABOVE PARTIAL 1ST FLOOR ROOF ROOF DECK ABOVE 3RD FLOOR ROOF WITH DECK ACCESS STRUCTURE, FOR USE AS ATTACHED SINGLE HOUSHOLD UNIT AND ONE OFF STREET PARKING SPACE.",2019-01-08T13:33:43Z,COMPLETED,APPL,MAGUIRE BUILDERS INC,802 SOUTH 19TH STREET,,PHILA,PA,19146-    ,2020-03-05T09:24:00Z,772668528,1628 FITZWATER ST,,,19146-2025,14,2,CHAD FITZ LLC,HANSEN,2691768.63101712,232374.63306808,
64,POINT (-75.162841 39.981426),126303,128916,962482,44228,227891,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF A NEW 4 STORY BUILDING WITH BASEMENT AND A TOTAL OF 3 RESIDENTIAL DWELLING UNITS. BUILDING FULLY SPRINKLER IN ACCORDANCE WITH  NFPA 13. ** SEPARATE PERMIT IS REQUIRED FOR M.E.P.S.**,2019-05-09T15:56:23Z,COMPLETED,DESIGN PROFESSIONAL,ASCENT DESIGN AND BUILDER LLC,1000 W GIRARD AVENUE,,PHILADELPHIA,PA,19123-    ,2019-10-07T09:09:00Z,321207900,1809 N BOUVIER ST,,,19121-3305,153,5,ZAIN REAL ESTATE LLC,HANSEN,2693413.80987468,246710.73214234,
